Bandgap (eV),DOS Peak Position 1,DOS Peak Position 2,DOS Peak Position 3,DOS Peak Intensity 1,DOS Peak Intensity 2,DOS Peak Intensity 3,Phase (Target)
6.119077697,0.112028221,0.348021379,0.251045603,1.228489699,0.815285891,0.612288072,1
6.498778559,0.147513771,0.442115335,0.234969899,1.273414147,0.709933693,0.631547688,2
6.826924933,0.085392117,0.253668923,0.28808171,1.387569907,0.591951308,0.680055283,0
6.041754551,0.118404788,0.341583458,0.482351707,1.230422723,0.776202363,0.813136873,1
6.552773018,0.133380046,0.457997446,0.447677362,1.282683166,0.658896449,0.856279796,2
6.787312161,0.093055899,0.258320604,0.231129701,1.42423751,0.559922598,0.858831592,0
6.136382976,0.116900037,0.346952493,0.253057646,1.206706174,0.814198385,0.80573205,1
6.547703644,0.143294417,0.448040357,0.36400633,1.331112258,0.695566114,0.566738898,2
6.81105722,0.081745406,0.246585648,0.444887744,1.353454224,0.619711309,0.953882451,0
6.109326318,0.114501129,0.354064761,0.402028089,1.179302407,0.790636275,0.71320176,1
6.555588703,0.134399407,0.45922795,0.205689927,1.300664868,0.675262759,0.668351477,2
6.81464694,0.08775358,0.250698339,0.26475597,1.400568993,0.637374798,0.963823533,0
6.067108488,0.119397445,0.349612962,0.457491005,1.194627751,0.820668231,0.710272699,1
6.545770267,0.149092315,0.440641981,0.462990375,1.333558777,0.737720021,0.659849788,2
6.844707812,0.091961413,0.24449916,0.434189061,1.417437441,0.611807737,0.908367993,0
6.126844908,0.107285149,0.349470612,0.489391929,1.193405761,0.847408853,0.558469864,1
6.519682608,0.131364392,0.446353463,0.278255891,1.323743044,0.659600589,0.864030982,2
6.752013405,0.083059613,0.240922687,0.232117281,1.3584829,0.573345953,0.597720215,0
6.063910766,0.119656846,0.342870094,0.467206422,1.243148728,0.811510597,0.785405523,1
6.511822413,0.137330265,0.45631465,0.27962821,1.277324084,0.703351406,0.924150286,2
6.785821696,0.081060998,0.24799185,0.264361862,1.417111746,0.591227517,0.589324497,0
6.053590918,0.10434775,0.359575549,0.315886415,1.168181478,0.842941049,0.572963495,1
6.518438009,0.130498185,0.442869886,0.414707117,1.3323753,0.676670397,0.740189111,2
6.795123362,0.095680257,0.247944856,0.472132244,1.414108233,0.551773179,0.536241132,0
6.097737756,0.107450434,0.340179066,0.494351506,1.235897878,0.817718683,0.682448295,1
6.487501425,0.149190944,0.442535536,0.393038056,1.257033759,0.738213885,0.576485421,2
6.796154335,0.08618373,0.254967628,0.231222964,1.379807126,0.603275691,0.81182162,0
6.09399427,0.101080576,0.341622634,0.457210717,1.220359425,0.753064258,0.709710085,1
6.539732116,0.135424525,0.445414432,0.313552496,1.302196669,0.73544934,0.748166305,2
6.81190504,0.090870134,0.250778788,0.285148692,1.403062994,0.563691837,0.666171009,0
6.087412562,0.115334795,0.348137489,0.406237108,1.208956788,0.849334014,0.671274387,1
6.468540164,0.14482738,0.453806042,0.240233516,1.268181504,0.748181305,0.638155221,2
6.836266268,0.097755093,0.256474161,0.239609381,1.428380657,0.588711569,0.783133174,0
6.085327091,0.103934837,0.340855738,0.231825971,1.17588749,0.766361446,0.674388077,1
6.466422708,0.147539094,0.457321024,0.498613338,1.348042804,0.694503654,0.944148163,2
6.84078739,0.088407477,0.246315137,0.38953052,1.388702321,0.635480471,0.823371684,0
6.129289233,0.113611566,0.342699941,0.483648531,1.191330081,0.820721458,0.590511684,1
6.501996535,0.146719943,0.450812276,0.41348572,1.309836073,0.726518989,0.699980242,2
6.812625582,0.091327703,0.242968899,0.450871083,1.411025813,0.590875492,0.884686613,0
6.10875892,0.106727633,0.346204685,0.3260409,1.198543157,0.791695355,0.8847303,1
6.462905026,0.142931006,0.443751861,0.342224747,1.260405882,0.680572336,0.547211347,2
6.808238059,0.092542353,0.255699604,0.210212022,1.379833096,0.587064705,0.61565128,0
6.061990462,0.110720001,0.344906839,0.418055546,1.221377068,0.787182941,0.586411003,1
6.553166488,0.143851003,0.441510249,0.220251629,1.306557418,0.739940717,0.671140528,2
6.759169907,0.082266217,0.25056142,0.290936978,1.42055178,0.592984178,0.572826199,0
6.115982089,0.101966689,0.348110307,0.405331294,1.214983819,0.831620161,0.892699972,1
6.554856497,0.142840611,0.445178285,0.458748547,1.276936183,0.736590965,0.503088561,2
6.768959431,0.091046278,0.251973654,0.249386022,1.371013094,0.602317035,0.545900397,0
6.096477612,0.112753539,0.350506344,0.467403189,1.230814113,0.82644531,0.591888171,1
6.542586454,0.131190963,0.450678558,0.318028637,1.257712426,0.719141388,0.778357333,2
6.81902809,0.094384567,0.258089259,0.276479951,1.368999366,0.584929802,0.901255988,0
6.099866259,0.104969944,0.349373474,0.211405182,1.187305265,0.81578394,0.80283088,1
6.508732248,0.136345563,0.452619377,0.235440677,1.267772415,0.656294726,0.747319556,2
6.818052204,0.087590645,0.247165539,0.306390399,1.361799582,0.604891657,0.831136455,0
6.075407479,0.102037246,0.344735988,0.442429552,1.237065681,0.769895266,0.657780729,1
6.545950547,0.13233423,0.442430178,0.362088902,1.267866927,0.6954721,0.899174115,2
6.828657661,0.089440955,0.241463441,0.490114798,1.424869835,0.597643222,0.542626711,0
6.111501364,0.110733186,0.340065923,0.497967636,1.155429391,0.77739169,0.836487482,1
6.491181757,0.135470111,0.442850376,0.359969318,1.295555416,0.687340632,0.852473674,2
6.804639192,0.098537779,0.241323362,0.231281074,1.378136183,0.584934412,0.571894108,0
6.084858401,0.100190514,0.341423154,0.367594363,1.234656512,0.805372582,0.969543571,1
6.461820564,0.141702293,0.442185147,0.290771316,1.265729133,0.698178984,0.895250392,2
6.765820391,0.096092921,0.24579004,0.386381476,1.419346306,0.607697569,0.675949785,0
6.117426114,0.112453728,0.350857303,0.27467016,1.244092001,0.764025662,0.607780585,1
6.519857186,0.135330785,0.448150697,0.45456074,1.283911415,0.667077036,0.726873695,2
6.828513565,0.08592104,0.257327438,0.37185522,1.419797806,0.552435391,0.760486609,0
6.101554167,0.119295569,0.357646137,0.237866329,1.200239915,0.777613755,0.529760353,1
6.478599742,0.147501838,0.455329292,0.389395328,1.349286243,0.733868729,0.715442564,2
6.798615538,0.088353007,0.259370198,0.346240221,1.430528767,0.595346122,0.73038216,0
6.065258275,0.116988927,0.34337861,0.305780998,1.187327808,0.750862453,0.952143142,1
6.508174833,0.140038089,0.450454239,0.432954078,1.276347316,0.742107132,0.887889633,2
6.775005283,0.089125703,0.246224876,0.365666417,1.362943087,0.646595488,0.920160505,0
6.075313623,0.113174382,0.356802883,0.428680559,1.212557197,0.823794437,0.787878231,1
6.487400709,0.143906137,0.443837326,0.498258412,1.258119746,0.705004397,0.697913001,2
6.777547709,0.090825433,0.259263262,0.360186986,1.405056192,0.626926932,0.715603042,0
6.099407225,0.116759822,0.351868221,0.358206075,1.187879982,0.801493316,0.917292753,1
6.467611198,0.132139116,0.440498304,0.466778771,1.270929561,0.724047954,0.777713721,2
6.764617636,0.093380308,0.241075973,0.23207097,1.410147516,0.647314959,0.585129759,0
6.102762244,0.116901478,0.354731845,0.497153294,1.168164523,0.825368407,0.822200293,1
6.529685577,0.138431884,0.452627656,0.412927671,1.344535454,0.74108891,0.509778101,2
6.805123611,0.081751982,0.2578938,0.234125511,1.43645698,0.562281433,0.710076138,0
6.138290583,0.115340915,0.350187374,0.355574325,1.180457313,0.799499076,0.61604333,1
6.469474515,0.147194912,0.444019461,0.408256424,1.322881586,0.671007046,0.611673781,2
6.775182255,0.081876722,0.243281119,0.477770988,1.420636464,0.568317949,0.744490946,0
6.092908091,0.111412583,0.346028701,0.42754682,1.24002034,0.751314902,0.544353042,1
6.559087618,0.133900345,0.458327879,0.328933462,1.284636848,0.722559738,0.917560371,2
6.824582085,0.090887525,0.242831888,0.258678607,1.44337069,0.555763057,0.506086454,0
6.040016958,0.1105859,0.352485999,0.223419638,1.231651978,0.793815315,0.706583365,1
6.540976356,0.134543986,0.45117167,0.246151145,1.313012462,0.683579806,0.553393827,2
6.817389424,0.083234988,0.251137564,0.351416962,1.383029908,0.619882316,0.763370928,0
6.083274432,0.106973047,0.345338002,0.28149182,1.242201075,0.784675065,0.590230024,1
6.541799302,0.133961695,0.442721063,0.382975909,1.28983086,0.749134179,0.626508271,2
6.80667094,0.09550332,0.254637638,0.423779257,1.356803666,0.604914118,0.56248488,0
6.138433018,0.118621996,0.354719808,0.493800507,1.235378435,0.765695085,0.714580593,1
6.506189561,0.134373956,0.445817079,0.497999099,1.302036662,0.682834374,0.802635898,2
6.758824597,0.082652638,0.25559742,0.297937895,1.446864714,0.636225744,0.629072736,0
6.115985291,0.101240829,0.348343,0.352740347,1.239623435,0.769587883,0.787042645,1
6.509474436,0.134537963,0.450454917,0.303029114,1.295389041,0.749235881,0.667596931,2
6.838092767,0.086866529,0.250796795,0.364580031,1.424072002,0.567658361,0.656892295,0
6.099808381,0.104531989,0.345586138,0.359036777,1.202312951,0.825621246,0.744007023,1
6.551583986,0.137494482,0.455176399,0.375147623,1.2973966,0.67419826,0.605015003,2
6.810600434,0.094213721,0.258465806,0.241398325,1.435766124,0.614286174,0.798202895,0
6.042812279,0.116826534,0.35132193,0.35534109,1.231732916,0.77447703,0.848036002,1
6.470680857,0.133365079,0.45366684,0.426551986,1.263502747,0.669461254,0.920549285,2
6.763563978,0.094455228,0.254891497,0.306480859,1.401360163,0.567951234,0.636864988,0
6.124924414,0.110408279,0.35549472,0.321445589,1.170621114,0.794071682,0.689791737,1
6.500709721,0.146603973,0.452725289,0.351221875,1.290356558,0.723703671,0.91442556,2
6.847904024,0.099091718,0.247045326,0.309589003,1.373092419,0.636330032,0.795823606,0
6.086003719,0.100896404,0.348512016,0.469420305,1.165034933,0.836715297,0.564101136,1
6.507327462,0.146354171,0.442156024,0.46734776,1.335025411,0.681219227,0.870555841,2
6.758101482,0.098271882,0.252754859,0.320801085,1.379836908,0.580735488,0.549459126,0
6.099618218,0.108188334,0.356012917,0.466299315,1.221508501,0.772464972,0.611440238,1
6.505091861,0.132734445,0.456526646,0.232252237,1.32913849,0.666024405,0.522563984,2
6.829583114,0.091544454,0.257972462,0.4442764,1.449683074,0.620622892,0.909105927,0
6.122424379,0.105110468,0.355994472,0.49165975,1.22203735,0.750485839,0.955044543,1
6.47582927,0.132975639,0.446484721,0.201959068,1.343552895,0.666401444,0.583291952,2
6.838938442,0.090223976,0.259810603,0.258729689,1.398651976,0.631133079,0.678734543,0
6.093299494,0.114460173,0.340929909,0.452303716,1.213129299,0.772536196,0.833697456,1
6.559769446,0.137271901,0.455031261,0.2309883,1.257225277,0.714857413,0.56912351,2
6.824048812,0.097272584,0.248360034,0.348898543,1.43725166,0.566061806,0.818586677,0
6.108946027,0.118088157,0.359169164,0.44353191,1.158004467,0.765400761,0.881533763,1
6.551967435,0.134839803,0.452206546,0.487101968,1.305194469,0.725598746,0.753744612,2
6.793641085,0.083135272,0.242313728,0.242275849,1.428100968,0.575930177,0.946091127,0
6.054314205,0.110781134,0.354893978,0.420656821,1.180090014,0.750397862,0.753823193,1
6.525701494,0.136706043,0.449268293,0.497570475,1.333810609,0.721433237,0.992737559,2
6.813164981,0.08100764,0.240384681,0.235715581,1.382735667,0.598970933,0.800939347,0
6.080136184,0.115113314,0.345465449,0.493700119,1.173646712,0.810885166,0.793140222,1
6.503371928,0.133739248,0.457095754,0.340990647,1.301420134,0.694468959,0.516505358,2
6.820030541,0.08644102,0.249704171,0.491717245,1.356163458,0.607207248,0.80239779,0
6.052011653,0.117788116,0.357611908,0.202731904,1.23758236,0.756157568,0.90801206,1
6.509529025,0.135574429,0.455040014,0.361181285,1.271185178,0.711421966,0.783397048,2
6.812391421,0.086647651,0.250580351,0.264318912,1.385848808,0.561538231,0.540142127,0
6.053393979,0.111266702,0.354129844,0.335275306,1.169258544,0.767862672,0.945576881,1
6.508802156,0.140365425,0.444430885,0.462752936,1.257925289,0.748874983,0.881006197,2
6.758745106,0.099451743,0.252397909,0.396086227,1.350550648,0.638470307,0.685860265,0
6.119486989,0.103554314,0.34183515,0.334324073,1.186846572,0.787449966,0.900673898,1
6.52669148,0.142181827,0.445913989,0.258309527,1.303590078,0.693023104,0.650371844,2
6.809391155,0.082251858,0.242468383,0.252791869,1.374026317,0.604590819,0.567136952,0
6.056229604,0.105085479,0.346546356,0.309829834,1.200309109,0.779877395,0.906623782,1
6.517674907,0.14123991,0.452891243,0.298292104,1.297714209,0.722306587,0.545299579,2
6.776569914,0.092643039,0.240778093,0.343557919,1.443877,0.55800265,0.79138768,0
6.084202887,0.11541997,0.347346305,0.253535972,1.22931143,0.837869404,0.704198008,1
6.536029304,0.149953153,0.459556115,0.483929576,1.336358137,0.687395424,0.722250111,2
6.80760563,0.097535907,0.244878389,0.318619585,1.387129482,0.627572194,0.924767973,0
6.093289144,0.100777178,0.341733154,0.482000071,1.176651639,0.772698024,0.637716207,1
6.516199693,0.146981862,0.449779859,0.234440365,1.32572842,0.667049409,0.524351692,2
6.811718434,0.099385754,0.254062828,0.451624562,1.396581302,0.638512402,0.597643659,0
6.06214335,0.101216919,0.356058489,0.379468137,1.188459501,0.805761489,0.506835746,1
6.514713656,0.141457146,0.455289737,0.350122801,1.295024165,0.652746586,0.674924332,2
6.847312008,0.091531291,0.256508907,0.47274907,1.437888006,0.63620795,0.942537739,0
6.130113557,0.108434838,0.346653464,0.284681924,1.209628454,0.832235106,0.86447389,1
6.54035218,0.131704917,0.45474772,0.348115317,1.294834318,0.671257394,0.574300469,2
6.785053452,0.097112062,0.248990854,0.377550246,1.448469595,0.611231376,0.599429785,0
6.0492017,0.105386931,0.350886762,0.460009437,1.213132159,0.750699937,0.559004838,1
6.46229587,0.140879603,0.456795304,0.449049544,1.279001784,0.667199586,0.690105166,2
6.768617075,0.088849791,0.255739941,0.349436619,1.417276446,0.552315945,0.843913293,0
6.104564846,0.108642482,0.358295551,0.358691117,1.236182899,0.831446892,0.508604997,1
6.521148674,0.141150496,0.457703814,0.337123245,1.282425684,0.677790022,0.522327656,2
6.763888796,0.093531554,0.257952189,0.297946294,1.417976891,0.556631211,0.61830549,0
6.080006424,0.106420135,0.353927416,0.436386677,1.229966881,0.76448143,0.881649724,1
6.47574041,0.148358209,0.444548209,0.453999812,1.332765102,0.695647895,0.513385768,2
6.791864582,0.082220655,0.246052283,0.302026644,1.431175028,0.62054063,0.812169507,0
6.106933461,0.100295227,0.344278321,0.44168881,1.222974094,0.825287326,0.742943156,1
6.545282015,0.131416648,0.444588958,0.388027542,1.331109859,0.691515861,0.771818091,2
6.750472542,0.097604578,0.25047678,0.228621121,1.404378332,0.616047489,0.766490326,0
6.061778218,0.117800047,0.343634543,0.347469607,1.238955869,0.800263747,0.949529659,1
6.473541083,0.13117851,0.450779383,0.436905372,1.30187912,0.718871617,0.938642528,2
6.83319246,0.085878016,0.259774291,0.490305732,1.419613064,0.624346419,0.504173091,0
6.086623394,0.115562181,0.34187609,0.493530672,1.165571089,0.790930104,0.674004405,1
6.552538329,0.13208065,0.446139615,0.412100298,1.257276664,0.653952879,0.802173693,2
6.818296623,0.08655623,0.249898861,0.425534929,1.443235609,0.609659555,0.884997359,0
6.079183193,0.102297161,0.345326343,0.250369072,1.210847608,0.844540256,0.506020436,1
6.533817852,0.131379229,0.447612196,0.385853543,1.284021751,0.67580519,0.79971382,2
6.849205192,0.081977815,0.252620453,0.271499758,1.429618054,0.560891021,0.795552654,0
6.048261656,0.112697104,0.347163714,0.342416605,1.249919,0.849760988,0.578684043,1
6.504831566,0.139974083,0.440398499,0.417377309,1.261667126,0.665238186,0.554463873,2
6.784259784,0.081188123,0.254632516,0.204056031,1.380579686,0.64356226,0.946086811,0
6.096157894,0.10988517,0.34959584,0.375598111,1.18473629,0.764154166,0.628037437,1
6.548771205,0.135782638,0.457568509,0.327837433,1.282002273,0.71452567,0.513661621,2
6.823798999,0.081987874,0.255539207,0.293597962,1.350393605,0.583529271,0.893741485,0
6.066251226,0.110902973,0.348444767,0.485165278,1.197507015,0.835543065,0.723413894,1
6.538368524,0.139334902,0.456141391,0.412929032,1.290238852,0.734286037,0.783851921,2
6.824045709,0.099121436,0.254458126,0.401974509,1.412132476,0.555661238,0.746697686,0
6.049817448,0.106426977,0.341817185,0.46392733,1.167674281,0.760625624,0.758851858,1
6.548996396,0.140869299,0.442652454,0.282995253,1.295879365,0.684119273,0.691416144,2
6.825807255,0.089387403,0.253519251,0.337512627,1.394059265,0.649113095,0.619314918,0
6.066680965,0.10755326,0.342966082,0.225083657,1.19173292,0.782640696,0.897372948,1
6.474206926,0.140942998,0.457243058,0.263920883,1.317596816,0.695685078,0.782872967,2
6.843771831,0.082698625,0.244144876,0.339034118,1.372168941,0.598813254,0.904200628,0
6.12603134,0.119588859,0.35075299,0.212450413,1.175448202,0.795244506,0.991799172,1
6.553629184,0.137644252,0.443800793,0.407715389,1.290126717,0.702895545,0.843569666,2
6.808784309,0.081457662,0.254387646,0.385060829,1.397461131,0.570264659,0.556810827,0
6.105743973,0.100533955,0.34229924,0.302341538,1.151930716,0.7606766,0.517548257,1
6.529911492,0.14752928,0.459096546,0.224434935,1.287114463,0.658013464,0.68236725,2
6.769793138,0.080305653,0.2572483,0.226783165,1.360973044,0.614782275,0.931784286,0
6.043176228,0.102903591,0.352533395,0.331469532,1.236803858,0.765182911,0.606760569,1
6.517797789,0.142741286,0.454859979,0.450789624,1.297830113,0.710884865,0.907653169,2
6.78528436,0.093008552,0.248633658,0.214003854,1.442741296,0.562088616,0.947826254,0
6.132278763,0.119884491,0.350902574,0.458426924,1.201563984,0.816113451,0.819280728,1
6.530538139,0.146953711,0.442746958,0.219918036,1.296943404,0.703238127,0.643668268,2
6.760532963,0.093683024,0.253759671,0.350152635,1.378241974,0.633580231,0.532163885,0
6.040844041,0.105595519,0.359377583,0.242782519,1.157087464,0.811073816,0.661948537,1
6.54281123,0.144749965,0.443829658,0.240440068,1.263228705,0.691974448,0.761295812,2
6.812975838,0.097207771,0.241467422,0.363136583,1.361845966,0.565020848,0.860495688,0
6.043075968,0.113279796,0.356330648,0.267001547,1.17544182,0.758979496,0.633126877,1
6.471246088,0.135357779,0.452170627,0.212631488,1.28576183,0.71980333,0.502294822,2
6.768184279,0.082247394,0.251238443,0.379292938,1.442253189,0.596376243,0.888557214,0
6.055897856,0.107815868,0.354405811,0.209723965,1.170785326,0.754374395,0.997891264,1
6.519149301,0.147150806,0.453155562,0.322525235,1.285365266,0.701186902,0.920020159,2
6.774165468,0.097008478,0.241256413,0.426658444,1.36894579,0.627042982,0.710147691,0
6.044114947,0.109966838,0.351077923,0.269417107,1.214050331,0.764160568,0.712671047,1
6.477980542,0.131324651,0.446452817,0.346695597,1.34061268,0.696313821,0.571315674,2
6.753266835,0.090318211,0.255959967,0.459685447,1.35409883,0.639781421,0.840215972,0
6.134397136,0.104912158,0.353288383,0.376115751,1.175743921,0.775079396,0.529284321,1
6.503416425,0.145964694,0.440815509,0.36856922,1.276244312,0.731132607,0.783068612,2
6.825670986,0.095788964,0.247651057,0.48166388,1.433337397,0.595800661,0.864909927,0
6.095453856,0.103888072,0.340219319,0.440198554,1.191124736,0.828777578,0.807963869,1
6.512635246,0.143642018,0.445114576,0.206835484,1.321251033,0.690847722,0.646019967,2
6.785146066,0.085741677,0.246675331,0.282986134,1.444472939,0.640348757,0.908041493,0
6.10834381,0.103762193,0.344273241,0.336801049,1.212575513,0.783703462,0.508712143,1
6.479959002,0.147332765,0.4589361,0.247161321,1.314855994,0.726097293,0.9858332,2
6.81874765,0.086207309,0.241499684,0.232457935,1.361672841,0.619385236,0.958493022,0
6.109324969,0.114183534,0.345971338,0.249208282,1.217149365,0.809664729,0.855782095,1
6.503784037,0.142256098,0.453857343,0.204781572,1.279973656,0.694236245,0.595345849,2
6.794562191,0.083410746,0.243493946,0.243803872,1.385596333,0.628715641,0.994034718,0
6.109643751,0.11869788,0.35813743,0.279768513,1.230816193,0.766166689,0.774461408,1
6.472061363,0.130496269,0.448578847,0.438163229,1.256481993,0.680212127,0.771783617,2
6.750788118,0.098723095,0.252546922,0.430959527,1.386009756,0.571144769,0.889960849,0
6.113569338,0.10653517,0.344958714,0.373217635,1.177065428,0.784786092,0.568831101,1
6.500670607,0.139851693,0.440738298,0.414093233,1.252737202,0.706561421,0.901054659,2
6.782750751,0.082389487,0.241845814,0.352488402,1.411791256,0.63933653,0.761901921,0
6.138274521,0.114366584,0.342250404,0.451296475,1.189835522,0.840912537,0.951307604,1
6.523889298,0.145689068,0.450738079,0.446989724,1.318907858,0.733782919,0.659645963,2
6.765366487,0.087450697,0.259579462,0.404192863,1.359008338,0.563623996,0.517106671,0
6.099275131,0.112890644,0.347271636,0.319267344,1.190862898,0.774203143,0.676513211,1
6.544921435,0.148299486,0.448010794,0.436185119,1.316854522,0.667206327,0.653809398,2
6.813575863,0.092935057,0.255353778,0.207991512,1.382216071,0.596980267,0.829700253,0
6.117729887,0.105878289,0.352675354,0.3149602,1.204520535,0.781045038,0.852518203,1
6.492574964,0.130290385,0.440325442,0.208609403,1.3224464,0.700815106,0.954633882,2
6.755095447,0.084837286,0.249504805,0.20592085,1.354407547,0.581688894,0.50991349,0
6.101962972,0.103892058,0.359588299,0.326037218,1.220005221,0.80247357,0.729254809,1
6.503632311,0.144426451,0.443524798,0.35800892,1.320875088,0.749863978,0.843318098,2
6.813405329,0.096505399,0.243864784,0.386974205,1.370030961,0.614830291,0.997788613,0
6.071141639,0.116938868,0.345506296,0.227164622,1.231127268,0.772260423,0.743487261,1
6.542687986,0.138108748,0.457548546,0.423406483,1.259455584,0.69412103,0.94936017,2
6.780228998,0.080364531,0.243735153,0.375460503,1.376019501,0.583730443,0.967656737,0
6.100960009,0.109844662,0.345656859,0.240619646,1.22568176,0.786576896,0.659743247,1
6.523318392,0.143926527,0.450520264,0.484485166,1.309645866,0.728009555,0.737526785,2
6.794397283,0.085517043,0.247048588,0.354588836,1.360926927,0.604194488,0.713770332,0
6.043150939,0.105903661,0.357647686,0.317549936,1.180539759,0.754290705,0.632168621,1
6.499204708,0.13335793,0.447701926,0.209521643,1.255909986,0.734015411,0.72745306,2
6.838916788,0.08303166,0.255609468,0.202514589,1.354994246,0.554492971,0.887543468,0
6.052306928,0.111145622,0.343781278,0.245187675,1.221916673,0.77013576,0.906690869,1
6.484638854,0.145739269,0.454955698,0.468066775,1.275025901,0.737910461,0.587563304,2
6.762227756,0.098351082,0.242718541,0.497631557,1.429936056,0.628023562,0.991848723,0
6.123210116,0.116944908,0.354319797,0.305354084,1.207937704,0.830171838,0.706885179,1
6.552158641,0.142213541,0.44212828,0.382019876,1.317418742,0.680837298,0.585229866,2
6.821349273,0.082484332,0.250790923,0.487417727,1.363624529,0.64624999,0.622061849,0
6.105138682,0.107906178,0.340572203,0.455575536,1.221824563,0.848254898,0.70911079,1
6.553265933,0.143200903,0.458577013,0.319452106,1.280827585,0.689408405,0.759153941,2
6.786149612,0.088787021,0.248042567,0.305185424,1.435699197,0.575684899,0.632390713,0
6.106767829,0.114058903,0.357525408,0.397329393,1.207668289,0.805363777,0.666109638,1
6.492332973,0.146610928,0.450158542,0.439297277,1.33716553,0.664516355,0.815061817,2
6.762973169,0.088424285,0.243011529,0.384468368,1.438817539,0.636369532,0.987357879,0
6.051171367,0.119280629,0.347909388,0.416560461,1.244236339,0.841647291,0.506627179,1
